glayCluster,name
6,NECAP1
1,NDFIP1
1,NDC1
4,NCOA7
6,NCK2
4,NCALD
2,WWTR1-AS1
2,NANOG
2,FAM66D
4,MYO5A
6,MX1
4,MTSS1
6,MTR
6,MSL1
4,MSI2
1,MSH2
1,MRPS9
4,MPPED2
6,MPPE1
3,LINC01151
3,TBILA
3,LINC00298
3,AL109615.2
1,MOCS2
6,MLKL
1,MICU1
6,MIB2
6,MGLL
4,MEGF9
2,MED12
6,MCTP1
6,MCM3
2,MIR210HG
6,MAU2
1,MAPK1
6,MAP3K5
6,MAP2K4
6,MAML3
4,MAGI3
1,MAGEF1
6,LUC7L3
6,LSM6
6,LSM14A
1,LRRC58
4,LPP
6,LLPH
4,LETM1
4,LDHD
6,LDB1
6,LARP7
1,LARP6
1,LANCL1
4,LAMA5
1,KLHL20
6,KLF9
1,KLF11
6,KLC4
1,KDM3A
1,KBTBD6
6,KAT6B
6,KANSL1
6,KANK2
4,JMY
4,ITPR2
4,INTS6
6,INTS12
4,INPP4B
1,INIP
6,IL17RA
6,IL11RA
6,IGFBP4
3,BOLA3-AS1
3,PDCD4-AS1
3,AC105942.1
3,JAZF1-AS1
3,AC027307.2
3,SLC16A1-AS1
3,AC012213.2
3,ZFHX2-AS1
7,IGF2
1,IFT46
6,IFNGR1
6,IFIT3
6,IFIT2
6,IFIT1
6,IFIH1
6,IFI44L
6,IFI44
6,IFFO1
6,HYAL2
4,HSPH1
6,HSPG2
1,HSF2
6,HNRNPUL2
6,HNRNPM
6,HNRNPH3
3,LINC01963
3,TRAM2-AS1
3,AC008555.4
6,HMGB2
6,HK1
6,HGS
2,LINC00612
6,HERC6
6,HERC4
4,HERC3
6,HEG1
6,HECW2
6,HEATR5B
6,HAL
6,GTPBP4
1,GTF3C4
1,GTF2A2
4,GSK3B
6,GPKOW
4,GPC6
6,GPATCH11
1,GOSR2
4,GOLM1
6,GOLGA5
4,GOLGA4
1,GLRX2
6,GLIS3
6,GLG1
6,GIT2
6,GFOD1
2,GATA2
4,GAS6
6,FZD4
6,FYTTD1
6,FUT11
7,PANTR1
5,AC147067.1
5,ZNNT1
5,AC067852.2
5,Z97192.2
6,FRMD4A
6,FOXK1
2,LINC00159
2,FLVCR1-DT
2,LINC00161
7,LINC00334
2,LINC00589
4,FNIP1
6,FKBP15
1,FBXO28
6,FAT4
1,FAR2
1,FAIM
6,EXOC2
2,ETS1
4,ETFDH
2,LMO7-AS1
4,ESRP1
6,ERLIN1
2,ERG
2,LINC00205
6,EPN2
6,EPC2
6,EPC1
6,ENG
2,LINC00324
2,LINC00323
1,EIF3J
6,EFL1
6,ECHDC1
2,PSORS1C3
2,SNHG10
2,LINC00299
2,KTN1-AS1
2,DLEU1
2,FAM66B
2,FAM66C
2,EBF1
2,SMG7-AS1
2,MIR4500HG
4,DYRK1A
1,DSTN
1,DNAJC15
1,DHX57
6,DHX38
6,DGKI
4,DEPDC1B
6,DDX60L
6,DDX60
6,DDX24
1,DDX18
6,CYGB
1,CUL2
1,CTTNBP2NL
1,CTSO
6,CTNNB1
2,SOX21-AS1
1,CTBS
6,CTBP2
6,CTBP1
3,AC073346.1
3,SPAG5-AS1
4,CSNK2A1
4,CSGALNACT1
6,CRK
6,CREBBP
4,CPT1A
4,CPSF2
6,CPEB4
1,COPS6
6,COL21A1
6,COL18A1
1,COIL
1,CLINT1
1,CLIC4
1,CIAPIN1
1,CHUK
6,CHD2
6,CEP290
6,CEP135
6,CEP131
6,CEP112
6,CDK19
1,CDC27
1,CDC123
1,CCT3
1,CCNYL1
1,CBX5
4,CBLL1
1,CAPZA2
6,CAP1
1,CAND1
1,CAMLG
4,CAMK1G
6,BTN2A1
6,BOC
6,BMS1
6,BDH2
6,BCL6
2,SNHG9
2,LY86-AS1
2,LINC00211
2,LINC00476
2,HCG14
2,CYP1B1-AS1
6,BCKDHB
6,BAZ2A
4,BAG5
1,B3GALNT1
6,ATXN7L3
6,ATXN1L
6,ATP2B4
6,ATOH8
1,ATIC
4,ATG4A
1,ATF6
4,ASTN2
6,ASAP1
1,ARSB
1,ARMT1
6,ARL8B
4,ARIH2
1,ARHGEF37
4,ARHGAP5
1,ARHGAP29
4,ARFGEF1
4,ARAP1
2,RHPN1-AS1
6,APP
1,API5
6,APBB2
1,AP1G1
4,ANKRD28
6,AMD1
1,AKTIP
4,AKT2
1,AHR
4,AFG3L2
6,AFAP1
6,ADGRL2
6,ADD1
1,ADAT1
6,ADAR
6,ADAM17
6,ACLY
1,ABRACL
4,ABCF2
1,ABCE1
1,ABCB10
4,ZNF124
3,AL513534.2
3,AL132656.2
7,GORAB-AS1
3,AC012313.8
3,AC125437.1
3,DLX6-AS1
2,TFAP2A
3,HDAC2-AS2
3,AC078881.1
3,LINC01356
3,CSTF3-DT
4,SLC31A2
3,LINC00243
3,AL121899.1
7,NFIA-AS2
3,DNAJC27-AS1
3,AC022893.1
2,HGF
4,HELLS
6,GANC
2,TM4SF1-AS1
2,AC005562.1
3,AL360270.1
9,CDH1
2,H19
2,IFNG-AS1
1,SFRP1
6,RPL31
6,RPL23
2,FOXD2-AS1
6,ATPAF2
2,ZBTB33
6,PDRG1
4,ARL16
2,ZZZ3
3,YTHDF2
3,AL590617.2
3,AF196972.1
2,ASH1L-AS1
2,TP53
2,TNRC6C
3,MINCR
2,PITPNA-AS1
1,SNRPD2
2,SIRT6
3,AC053527.2
2,POLR3A
6,POLR2H
2,NR2C2
1,LDHB
3,SNHG30
3,AC104695.3
3,LINC01128
2,GATA6
5,Z95115.1
2,PVT1
3,MIR762HG
3,AL118516.1
3,CPSF6
3,CPSF3
2,MAPKAPK5-AS1
2,GAS5
2,AR
2,SNHG7
2,IRF4
3,ALMS1-IT1
3,AC097359.2
5,AC007255.1
2,ESRRA
6,CXXC5
2,CDX2
2,ARHGAP5-AS1
4,ATP6V1B2
4,TRPA1
2,DNAJC3-DT
2,SMAD4
6,PBXIP1
2,CTCF
3,AP003119.3
6,TMEM59L
4,PKP1
3,OSER1-DT
3,UBR5-AS1
6,MAMDC2
2,HOXA-AS2
2,LINC00638
3,AL390066.1
6,TRIM63
7,BX284668.2
7,AC007541.1
6,RNF150
7,AP005329.2
7,AP002992.1
6,PPP1R3C
6,PABPC5
6,FGFR1
6,ANKRD29
1,ZNF223
6,TRAM2
3,FGD5-AS1
6,SGCB
6,SEMA3A
2,RXRA
7,AATBC
4,LOXL4
6,IGFBP5
6,HIPK3
6,GPAT3
7,DNAH17-AS1
6,DAB2
4,CSPG4
4,ZNF614
3,LUCAT1
9,VIM
9,HOTAIR
4,TMOD4
4,TMEM63A
7,AL157938.3
2,TAF1
8,SUFU
8,UCA1
4,STAT6
4,SGSM2
3,AL157838.1
6,RARRES2
3,NUDT21
3,AC016747.1
2,MAGI2-AS3
2,HCG18
2,FOXA1
2,LINC00630
2,MEG3
5,AC002310.1
5,ATP2A1-AS1
5,KCNQ1OT1
5,AC083843.2
5,AC002310.2
5,AC016586.1
5,AF111169.3
5,DACT3-AS1
6,CTSK
4,CTHRC1
3,CSTF2T
2,ENTPD1-AS1
3,CSTF2
3,AL139260.1
4,ARHGAP27
4,AKAP8
3,KLHL7-DT
5,ERVK13-1
3,VIM-AS1
4,S1PR2
4,REM2
4,RELT
2,HCG11
2,CYTOR
4,POLA2
4,PLK4
4,NUDT1
4,NAA10
4,MCM7
4,KPNA2
4,KLC2
3,AP001062.1
4,HSPA14
2,HRAS
2,CDKN2B-AS1
2,HNF4A
2,AC004943.2
4,ERCC6L
4,EEFSEC
3,AC022007.1
4,CENPT
2,CDK2
4,ARPC1B
6,ADAMTS9
6,ZWINT
4,ZNF580
3,LINC00511
2,LAMTOR5-AS1
2,AFDN-DT
3,AC068888.1
3,SNHG3
3,LINC01134
3,TAF15
2,LINC00520
2,LINC00304
2,POU2F2
2,MAX
6,KIF23
1,KIF22
6,KIF18A
6,KIF14
3,AL158166.1
3,IGF2BP3
2,HEY1
2,FOXP2
6,FEN1
2,EZH2
2,AC002070.1
4,DPF1
4,DHX34
6,CHEK1
6,CEP55
6,CENPE
6,CDCA2
6,BUB1
4,BGLAP
4,BCL2L12
2,BATF
2,ZNF263
3,ZFP36
3,ZC3H7B
2,YY1
3,AP003108.1
3,WDR33
3,AL355574.1
3,AC006111.2
3,AL512770.1
3,UPF1
2,U2AF2
1,TYMS
1,TPX2
1,TOP2A
3,TNRC6A
3,AL138976.2
3,AC004156.1
3,AC074212.1
3,AC040162.3
3,LINC00641
3,AC018809.2
3,PSMA3-AS1
3,AL031282.2
2,TTC28-AS1
3,AP000845.1
3,OIP5-AS1
3,AL512791.1
3,SNHG20
3,TMEM147-AS1
3,EIF3J-DT
3,AC007406.4
3,AC107375.1
3,SNHG21
2,HOXA11-AS
3,AF111167.2
3,AC016722.2
3,SNHG19
3,AC018647.2
2,DANCR
3,AC145207.5
3,PINK1-AS
3,CTBP1-DT
3,AC093249.6
2,THAP7-AS1
5,AP000766.1
5,ILF3-DT
3,LINC00667
3,LINC01311
5,AL096870.2
3,AC005261.1
3,SNHG14
3,LINC01766
2,TMEM161B-AS1
3,SNHG29
2,OLMALINC
3,AL049796.1
3,AL121603.2
3,MIR193BHG
3,TIAL1
3,DICER1-AS1
7,TIA1
2,TCF7L2
2,TCF12
3,TARBP2
2,SRSF1
2,SREBF2
2,SP1
2,SMARCC2
2,SMARCC1
2,SMARCB1
2,SMARCA4
2,SIX5
2,SETDB1
2,RTCB
2,REST
7,RBM6
3,RBM10
2,RAD21
3,QKI
2,PTBP1
2,HOTAIRM1
2,POU5F1
2,OTUD6B-AS1
1,PLOD1
1,NUMBL
2,NRF1
2,NFYB
2,NFYA
2,NELFE
1,NEIL3
1,NASP
2,MYC
3,MOV10
1,MKI67
1,MEX3A
2,JUND
2,JUN
4,IL20RB
4,MALAT1
3,IGF2BP2
3,AC092718.4
3,IGF2BP1
2,MIR600HG
2,HSF1
6,HOXC6
6,FENDRR
2,HNRNPC
3,AL513165.1
3,HNRNPA2B1
2,GTF2B
3,FXR2
3,LINC00486
3,FXR1
3,AC092279.1
5,FUS
3,ZNF529-AS1
4,FOXP3
1,FOXM1
2,FMR1
2,EWSR1
2,EP300
2,ELAVL1
2,EIF4A3
2,E2F6
2,STK24-AS1
2,E2F4
2,E2F1
2,SNHG12
5,DGCR8
4,CYTH2
4,NEAT1
3,CPSF7
3,AL158212.3
1,COPS3
1,COLGALT1
4,COL5A1
2,CDK1
3,CAPRIN1
2,BRF2
1,BORA
2,BDP1
2,SNHG1
2,BCL3
2,ZFAS1
2,BCL11A
2,MIR17HG
1,ARHGAP11A
1,CRNDE
